variant,seed,dataset,data_loading_option,model_type,num_clients,beta,hop,use_pe,fulltraining_flag,repetition,fl_round,avg_client_val_acc,avg_client_val_loss,best_eval_acc_so_far,best_eval_loss_so_far,patience,round_time_s,global_test_acc
baseline,0,Cora,zero_hop,GCN,10,10000,1,False,False,1,49,0.5913398647465538,1.185610592365265,0.5913398647465538,1.1922606825828552,0,0.875,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,0,0.23962315654942223,1.9164955139160156,0.23962315654942223,,0,5.565,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,1,0.3118031871911599,1.8890207648277282,0.3118031871911599,,0,0.877,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,2,0.3685464580513721,1.8559028148651122,0.3685464580513721,,0,0.886,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,3,0.4395178953185671,1.8174314498901367,0.4395178953185671,,0,0.869,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,4,0.45910104426581794,1.7744012236595155,0.45910104426581794,,0,0.877,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,5,0.47537231385346124,1.7323455095291138,0.47537231385346124,,0,0.878,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,6,0.4963097378163141,1.692211627960205,0.4963097378163141,,0,0.868,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,7,0.5095101145947272,1.6527688264846803,0.5095101145947272,,0,0.874,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,8,0.5189692919601525,1.6156286597251892,0.5189692919601525,,0,0.883,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,9,0.5353858358006216,1.5783561706542968,0.5353858358006216,,0,0.877,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,10,0.5474762326000737,1.5449324011802674,0.5474762326000737,,0,0.873,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,11,0.5503304460557907,1.5112788677215576,0.5503304460557907,,0,0.877,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,12,0.5566877751281984,1.4833433866500854,0.5566877751281984,,0,0.876,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,13,0.5604821013693333,1.449299705028534,0.5604821013693333,,0,0.887,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,14,0.5627085751730504,1.4249264001846313,0.5627085751730504,,0,0.9,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,15,0.5740564876455829,1.3963014721870421,0.5740564876455829,,0,0.926,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,16,0.5762423716703726,1.3714178323745727,0.5762423716703726,,0,0.88,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,17,0.5759920422896087,1.3485153675079347,0.5762423716703726,1.3485153675079347,0,0.877,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,18,0.5759394815293697,1.3241523265838624,0.5762423716703726,1.3241523265838624,0,0.876,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,19,0.5699249887757465,1.3065672516822815,0.5762423716703726,1.3065672516822815,0,0.882,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,20,0.5754353556019028,1.286538577079773,0.5762423716703726,1.286538577079773,0,0.879,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,21,0.5808899010564483,1.272516393661499,0.5808899010564483,1.286538577079773,0,0.872,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,22,0.5799808101473574,1.2591266274452209,0.5808899010564483,1.2591266274452209,0,0.881,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,23,0.5783141434806908,1.2453655123710632,0.5808899010564483,1.2453655123710632,0,0.875,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,24,0.5847027858941779,1.2359066009521484,0.5847027858941779,1.2453655123710632,0,0.873,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,25,0.5847027858941779,1.224165666103363,0.5847027858941779,1.224165666103363,0,0.876,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,26,0.5883455969837975,1.2130815386772156,0.5883455969837975,1.224165666103363,0,0.871,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,27,0.5866789303171307,1.205678254365921,0.5883455969837975,1.205678254365921,0,0.875,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,28,0.5866789303171309,1.1975961744785308,0.5883455969837975,1.1975961744785308,0,0.875,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,29,0.5894589039666697,1.1920596063137054,0.5894589039666697,1.1975961744785308,0,0.873,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,30,0.5872849909231913,1.1834309697151184,0.5894589039666697,1.1834309697151184,0,0.883,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,31,0.5909278020128111,1.1785412430763245,0.5909278020128111,1.1834309697151184,0,0.873,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,32,0.5892611353461443,1.173086589574814,0.5909278020128111,1.173086589574814,0,0.874,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,33,0.589394232063092,1.1669727921485902,0.5909278020128111,1.1669727921485902,0,0.878,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,34,0.5872203190196137,1.1650086164474487,0.5909278020128111,1.1650086164474487,0,0.876,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,35,0.589394232063092,1.1574009537696839,0.5909278020128111,1.1574009537696839,0,0.87,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,36,0.589394232063092,1.1561185121536255,0.5909278020128111,1.1561185121536255,0,0.873,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,37,0.5911597129590078,1.1507363259792327,0.5911597129590078,1.1561185121536255,0,0.879,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,38,0.5911597129590078,1.1484028816223144,0.5911597129590078,1.1484028816223144,0,0.881,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,39,0.5870780803059464,1.1457547962665557,0.5911597129590078,1.1457547962665557,0,0.877,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,40,0.5887447469726131,1.1425193965435028,0.5911597129590078,1.1425193965435028,0,0.875,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,41,0.5887447469726131,1.138990092277527,0.5911597129590078,1.138990092277527,0,0.87,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,42,0.5892024128765032,1.1374950587749482,0.5911597129590078,1.1374950587749482,0,0.877,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,43,0.5970136998671216,1.135107272863388,0.5970136998671216,1.1374950587749482,0,0.872,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,44,0.5985288513822731,1.1355355024337768,0.5985288513822731,1.1374950587749482,0,0.882,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,45,0.5985288513822731,1.1314754247665406,0.5985288513822731,1.1314754247665406,0,0.867,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,46,0.5985288513822731,1.13195840716362,0.5985288513822731,1.1314754247665406,1,0.87,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,47,0.5985288513822731,1.1284255027770995,0.5985288513822731,1.1284255027770995,0,0.869,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,48,0.5985288513822731,1.1288396954536437,0.5985288513822731,1.1284255027770995,1,0.868,
baseline,0,Cora,zero_hop,GCN,10,1,1,False,False,1,49,0.6011604303296415,1.1260497331619264,0.6011604303296415,1.1284255027770995,0,0.868,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,0,0.20938943687370784,1.9188138484954833,0.20938943687370784,,0,5.631,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,1,0.23758609393808777,1.8984404444694518,0.23758609393808777,,0,0.875,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,2,0.27270837931181224,1.872593104839325,0.27270837931181224,,0,0.87,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,3,0.29156702261277423,1.8409296870231628,0.29156702261277423,,0,0.879,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,4,0.34005682329053805,1.8087847352027893,0.34005682329053805,,0,0.883,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,5,0.3701808435223328,1.7732612252235413,0.3701808435223328,,0,0.87,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,6,0.39258787998869127,1.7391018390655517,0.39258787998869127,,0,0.878,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,7,0.44689442877770347,1.700273859500885,0.44689442877770347,,0,0.875,
