variant,seed,dataset,data_loading_option,model_type,num_clients,beta,hop,use_pe,fulltraining_flag,repetition,fl_round,avg_client_val_acc,avg_client_val_loss,best_eval_acc_so_far,best_eval_loss_so_far,patience,round_time_s,global_test_acc
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,8,0.45719931707475336,1.6639384746551513,0.45719931707475336,,0,0.877,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,9,0.46848925030536454,1.6289640188217163,0.46848925030536454,,0,0.872,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,10,0.482257868692627,1.5931037306785583,0.482257868692627,,0,0.865,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,11,0.5161596821512493,1.5618766784667968,0.5161596821512493,,0,0.87,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,12,0.5342624915047782,1.530801820755005,0.5342624915047782,,0,0.871,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,13,0.5397608658785125,1.5032062292099,0.5397608658785125,,0,0.87,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,14,0.5486460327050767,1.4749808192253113,0.5486460327050767,,0,0.871,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,15,0.5603064100635673,1.4483829379081725,0.5603064100635673,,0,0.884,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,16,0.5567293660384101,1.4289261102676392,0.5603064100635673,1.4289261102676392,0,0.869,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,17,0.5643944070788108,1.4099066019058228,0.5643944070788108,1.4289261102676392,0,0.864,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,18,0.5609958040029611,1.389337170124054,0.5643944070788108,1.389337170124054,0,0.865,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,19,0.5667458040029613,1.374125874042511,0.5667458040029613,1.389337170124054,0,0.868,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,20,0.580059547554914,1.3603302359580993,0.580059547554914,1.389337170124054,0,0.863,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,21,0.5665539268043683,1.3494628190994262,0.580059547554914,1.3494628190994262,0,0.884,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,22,0.5687740525905317,1.3376732468605042,0.580059547554914,1.3376732468605042,0,0.864,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,23,0.5729407192571985,1.3249268054962158,0.580059547554914,1.3249268054962158,0,0.868,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,24,0.568857385923865,1.3188341856002808,0.580059547554914,1.3188341856002808,0,0.882,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,25,0.5730240525905319,1.3085151076316834,0.580059547554914,1.3085151076316834,0,0.88,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,26,0.5733291373362944,1.3033403277397155,0.580059547554914,1.3033403277397155,0,0.863,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,27,0.5754958040029612,1.2945516943931579,0.580059547554914,1.2945516943931579,0,0.882,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,28,0.5771624706696279,1.2888086080551147,0.580059547554914,1.2888086080551147,0,0.884,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,29,0.5750791373362945,1.2847910284996034,0.580059547554914,1.2847910284996034,0,0.856,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,30,0.5771624706696279,1.2783771872520446,0.580059547554914,1.2783771872520446,0,0.878,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,31,0.5750791373362945,1.2770074248313903,0.580059547554914,1.2770074248313903,0,0.873,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,32,0.5750791373362945,1.269951844215393,0.580059547554914,1.269951844215393,0,0.87,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,33,0.5750791373362945,1.2661339163780212,0.580059547554914,1.2661339163780212,0,0.875,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,34,0.5770791373362945,1.2663630366325378,0.580059547554914,1.2661339163780212,1,0.865,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,35,0.579336383713106,1.261903703212738,0.580059547554914,1.261903703212738,0,0.867,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,36,0.5787740525905317,1.2628818154335022,0.580059547554914,1.261903703212738,1,0.871,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,37,0.581336383713106,1.257245695590973,0.581336383713106,1.261903703212738,0,0.876,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,38,0.581336383713106,1.2595196962356567,0.581336383713106,1.2595196962356567,0,0.876,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,39,0.5813363837131061,1.2567665040493012,0.5813363837131061,1.2595196962356567,0,0.868,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,40,0.581336383713106,1.2523461997509002,0.5813363837131061,1.2523461997509002,0,0.871,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,41,0.5834197170464395,1.251309198141098,0.5834197170464395,1.2523461997509002,0,0.879,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,42,0.5813363837131061,1.2512781143188476,0.5834197170464395,1.2512781143188476,0,0.868,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,43,0.5811398428326029,1.2538593709468842,0.5834197170464395,1.2512781143188476,1,0.867,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,44,0.5853065094992695,1.2495029151439667,0.5853065094992695,1.2512781143188476,0,0.878,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,45,0.5853065094992695,1.250307548046112,0.5853065094992695,1.250307548046112,0,0.878,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,46,0.5847004488932089,1.248554712533951,0.5853065094992695,1.248554712533951,0,0.874,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,47,0.5863953641474462,1.2471978962421417,0.5863953641474462,1.248554712533951,0,0.879,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,48,0.5863953641474462,1.2481007158756257,0.5863953641474462,1.2481007158756257,0,0.865,
baseline,1,Cora,zero_hop,GCN,10,10000,1,False,False,1,49,0.5863953641474462,1.2462610840797423,0.5863953641474462,1.2462610840797423,0,0.877,
baseline,1,Cora,zero_hop,GCN,10,1,1,False,False,1,0,0.18653604244842514,1.914048707485199,0.18653604244842514,,0,5.574,
baseline,1,Cora,zero_hop,GCN,10,1,1,False,False,1,1,0.22886890173416644,1.8851505875587464,0.22886890173416644,,0,0.87,
baseline,1,Cora,zero_hop,GCN,10,1,1,False,False,1,2,0.27754568458535234,1.8499085068702699,0.27754568458535234,,0,0.869,
baseline,1,Cora,zero_hop,GCN,10,1,1,False,False,1,3,0.33523848944335544,1.8102924466133117,0.33523848944335544,,0,0.889,
baseline,1,Cora,zero_hop,GCN,10,1,1,False,False,1,4,0.4163840776005464,1.7697203516960145,0.4163840776005464,,0,0.878,
baseline,1,Cora,zero_hop,GCN,10,1,1,False,False,1,5,0.4522685630500196,1.7299864530563354,0.4522685630500196,,0,0.88,
baseline,1,Cora,zero_hop,GCN,10,1,1,False,False,1,6,0.4778572075639397,1.6930786609649657,0.4778572075639397,,0,0.88,
baseline,1,Cora,zero_hop,GCN,10,1,1,False,False,1,7,0.4939046280360935,1.6553749799728394,0.4939046280360935,,0,0.865,
baseline,1,Cora,zero_hop,GCN,10,1,1,False,False,1,8,0.508423091057365,1.6223789572715759,0.508423091057365,,0,0.877,
baseline,1,Cora,zero_hop,GCN,10,1,1,False,False,1,9,0.5311629170488318,1.5882453799247742,0.5311629170488318,,0,0.893,
baseline,1,Cora,zero_hop,GCN,10,1,1,False,False,1,10,0.5426593179347675,1.5548985362052918,0.5426593179347675,,0,0.876,
baseline,1,Cora,zero_hop,GCN,10,1,1,False,False,1,11,0.5492194188672423,1.5243530035018922,0.5492194188672423,,0,0.873,
baseline,1,Cora,zero_hop,GCN,10,1,1,False,False,1,12,0.5627697730955626,1.4935544371604919,0.5627697730955626,,0,0.869,
baseline,1,Cora,zero_hop,GCN,10,1,1,False,False,1,13,0.569343320862597,1.4648094415664672,0.569343320862597,,0,0.87,
baseline,1,Cora,zero_hop,GCN,10,1,1,False,False,1,14,0.5658314161006921,1.4385441541671753,0.569343320862597,1.4385441541671753,0,0.898,
